Button clicked,m,21,+,2019-06-11 10:37:36.058075,1,1
Mouse started moving,m,0,,2019-06-11 10:37:36.128565,1,1
Mouse moved,m,413,8,2019-06-11 10:37:36.541702,1,1
Button clicked,m,21,8,2019-06-11 10:37:36.562375,1,1
Mouse started moving,m,0,,2019-06-11 10:37:36.664394,1,1
Mouse moved,m,559,+,2019-06-11 10:37:37.223066,1,1
Button clicked,m,44,+,2019-06-11 10:37:37.265526,1,1
Mouse started moving,m,0,,2019-06-11 10:37:37.352581,1,1
Mouse moved,m,471,9,2019-06-11 10:37:37.823510,1,1
Button clicked,m,12,9,2019-06-11 10:37:37.834362,1,1
Mouse started moving,m,0,,2019-06-11 10:37:37.872620,1,1
Mouse moved,m,454,+,2019-06-11 10:37:38.326839,1,1
Button clicked,m,7,+,2019-06-11 10:37:38.332154,1,1
Mouse started moving,m,0,,2019-06-11 10:37:38.440488,1,1
Mouse moved,m,375,1,2019-06-11 10:37:38.815172,1,1
Button clicked,m,22,1,2019-06-11 10:37:38.835918,1,1
Mouse started moving,m,0,,2019-06-11 10:37:38.936449,1,1
Mouse moved,m,213,0,2019-06-11 10:37:39.149791,1,1
Button clicked,m,18,0,2019-06-11 10:37:39.166672,1,1
Mouse started moving,m,0,,2019-06-11 10:37:39.272510,1,1
Mouse moved,m,559,+,2019-06-11 10:37:39.831196,1,1
Button clicked,m,13,+,2019-06-11 10:37:39.843884,1,1
Mouse started moving,m,0,,2019-06-11 10:37:39.912453,1,1
Mouse moved,m,414,1,2019-06-11 10:37:40.326722,1,1
Button clicked,m,29,1,2019-06-11 10:37:40.354412,1,1
Button clicked,m,14,1,2019-06-11 10:37:40.602351,1,1
Mouse started moving,m,0,,2019-06-11 10:37:40.728481,1,1
Mouse moved,m,367,+,2019-06-11 10:37:41.095265,1,1
Button clicked,m,14,+,2019-06-11 10:37:41.107915,1,1
Mouse started moving,m,0,,2019-06-11 10:37:41.144600,1,1
Mouse moved,m,383,1,2019-06-11 10:37:41.527228,1,1
Button clicked,m,21,1,2019-06-11 10:37:41.546067,1,1
Mouse started moving,m,0,,2019-06-11 10:37:41.624411,1,1
Mouse moved,m,230,2,2019-06-11 10:37:41.854983,1,1
Button clicked,m,20,2,2019-06-11 10:37:41.874345,1,1
Mouse started moving,m,0,,2019-06-11 10:37:42.056831,1,1
Mouse moved,m,431,+,2019-06-11 10:37:42.487707,1,1
Button clicked,m,28,+,2019-06-11 10:37:42.514413,1,1
Mouse started moving,m,0,,2019-06-11 10:37:42.657599,1,1
Mouse moved,m,342,1,2019-06-11 10:37:42.999832,1,1
Button clicked,m,22,1,2019-06-11 10:37:43.020134,1,1
Mouse started moving,m,0,,2019-06-11 10:37:43.080583,1,1
Mouse moved,m,366,3,2019-06-11 10:37:43.446335,1,1
Button clicked,m,15,3,2019-06-11 10:37:43.460070,1,1
Mouse started moving,m,0,,2019-06-11 10:37:43.552494,1,1
Mouse moved,m,382,+,2019-06-11 10:37:43.934776,1,1
Button clicked,m,29,+,2019-06-11 10:37:43.962439,1,1
Mouse started moving,m,0,,2019-06-11 10:37:44.080658,1,1
Mouse moved,m,575,1,2019-06-11 10:37:44.655323,1,1
Button clicked,m,30,1,2019-06-11 10:37:44.684264,1,1
Mouse started moving,m,0,,2019-06-11 10:37:44.752601,1,1
Mouse moved,m,225,4,2019-06-11 10:37:44.977040,1,1
Button clicked,m,21,4,2019-06-11 10:37:44.996060,1,1
Mouse started moving,m,0,,2019-06-11 10:37:45.032812,1,1
Mouse moved,m,680,+,2019-06-11 10:37:45.712341,1,1
Button clicked,m,27,+,2019-06-11 10:37:45.737930,1,1
Mouse started moving,m,0,,2019-06-11 10:37:45.840401,1,1
Mouse moved,m,511,1,2019-06-11 10:37:46.351474,1,1
Button clicked,m,22,1,2019-06-11 10:37:46.371681,1,1
Mouse started moving,m,0,,2019-06-11 10:37:46.496695,1,1
Mouse moved,m,351,5,2019-06-11 10:37:46.847219,1,1
Button clicked,m,12,5,2019-06-11 10:37:46.857829,1,1
Mouse started moving,m,0,,2019-06-11 10:37:46.936555,1,1
Mouse moved,m,551,+,2019-06-11 10:37:47.487374,1,1
Button clicked,m,20,+,2019-06-11 10:37:47.506394,1,1
Mouse started moving,m,0,,2019-06-11 10:37:47.632669,1,1
Mouse moved,m,367,1,2019-06-11 10:37:47.999097,1,1
Button clicked,m,21,1,2019-06-11 10:37:48.018914,1,1
Mouse started moving,m,0,,2019-06-11 10:37:48.104572,1,1
Mouse moved,m,311,6,2019-06-11 10:37:48.415185,1,1
Button clicked,m,22,6,2019-06-11 10:37:48.435710,1,1
Mouse started moving,m,0,,2019-06-11 10:37:48.464713,1,1
Mouse moved,m,479,+,2019-06-11 10:37:48.943332,1,1
Button clicked,m,22,+,2019-06-11 10:37:48.964074,1,1
Mouse started moving,m,0,,2019-06-11 10:37:49.056793,1,1
Mouse moved,m,495,1,2019-06-11 10:37:49.551436,1,1
Button clicked,m,45,1,2019-06-11 10:37:49.595719,1,1
Mouse started moving,m,0,,2019-06-11 10:37:49.640699,1,1
Mouse moved,m,430,7,2019-06-11 10:37:50.070514,1,1
Button clicked,m,31,7,2019-06-11 10:37:50.100345,1,1
Mouse started moving,m,0,,2019-06-11 10:37:50.226479,1,1
Mouse moved,m,429,+,2019-06-11 10:37:50.655308,1,1
Button clicked,m,13,+,2019-06-11 10:37:50.667160,1,1
Mouse started moving,m,0,,2019-06-11 10:37:50.760640,1,1
Mouse moved,m,551,1,2019-06-11 10:37:51.311248,1,1
Button clicked,m,29,1,2019-06-11 10:37:51.339810,1,1
Mouse started moving,m,0,,2019-06-11 10:37:51.400711,1,1
Mouse moved,m,415,8,2019-06-11 10:37:51.815405,1,1
Button clicked,m,20,8,2019-06-11 10:37:51.834549,1,1
Mouse started moving,m,0,,2019-06-11 10:37:51.960756,1,1
Mouse moved,m,471,+,2019-06-11 10:37:52.431474,1,1
Button clicked,m,28,+,2019-06-11 10:37:52.458411,1,1
Mouse started moving,m,0,,2019-06-11 10:37:52.593240,1,1
Mouse moved,m,398,1,2019-06-11 10:37:52.991399,1,1
Button clicked,m,22,1,2019-06-11 10:37:53.012049,1,1
Mouse started moving,m,0,,2019-06-11 10:37:53.048856,1,1
Mouse moved,m,423,9,2019-06-11 10:37:53.471352,1,1
Button clicked,m,28,9,2019-06-11 10:37:53.498485,1,1
Mouse started moving,m,0,,2019-06-11 10:37:53.688928,1,1
Mouse moved,m,439,+,2019-06-11 10:37:54.127493,1,1
Button clicked,m,28,+,2019-06-11 10:37:54.154410,1,1
Mouse started moving,m,0,,2019-06-11 10:37:54.392722,1,1
Mouse moved,m,702,2,2019-06-11 10:37:55.094988,1,1
Button clicked,m,21,2,2019-06-11 10:37:55.114117,1,1
Mouse started moving,m,0,,2019-06-11 10:37:55.216686,1,1
Mouse moved,m,278,0,2019-06-11 10:37:55.494901,1,1
Button clicked,m,28,0,2019-06-11 10:37:55.522354,1,1
Mouse started moving,m,0,,2019-06-11 10:37:55.656707,1,1
Mouse moved,m,607,=,2019-06-11 10:37:56.263239,1,1
Button clicked,m,28,=,2019-06-11 10:37:56.290888,1,1
Mouse started moving,m,0,,2019-06-11 10:37:58.817233,1,1
Button clicked,k,73,1,2019-06-11 10:41:08.341096,1,2
Button clicked,k,95,+,2019-06-11 10:41:08.535031,1,2
Button clicked,k,74,2,2019-06-11 10:41:08.736568,1,2
Button clicked,k,101,+,2019-06-11 10:41:08.955883,1,2
Button clicked,k,82,3,2019-06-11 10:41:09.155982,1,2
Button clicked,k,82,+,2019-06-11 10:41:09.389843,1,2
Button clicked,k,79,4,2019-06-11 10:41:09.609803,1,2
Button clicked,k,116,+,2019-06-11 10:41:10.079015,1,2
Button clicked,k,82,5,2019-06-11 10:41:10.471775,1,2
Button clicked,k,87,+,2019-06-11 10:41:10.699536,1,2
Button clicked,k,88,6,2019-06-11 10:41:10.938489,1,2
Button clicked,k,110,+,2019-06-11 10:41:11.180446,1,2
Button clicked,k,83,7,2019-06-11 10:41:11.409715,1,2
Button clicked,k,97,+,2019-06-11 10:41:11.644039,1,2
Button clicked,k,88,8,2019-06-11 10:41:11.871026,1,2
Button clicked,k,86,+,2019-06-11 10:41:12.090797,1,2
Button clicked,k,76,9,2019-06-11 10:41:12.296301,1,2
Button clicked,k,108,+,2019-06-11 10:41:12.551924,1,2
Button clicked,k,88,1,2019-06-11 10:41:13.090586,1,2
Button clicked,k,74,0,2019-06-11 10:41:13.367220,1,2
Button clicked,k,75,+,2019-06-11 10:41:13.970247,1,2
Button clicked,k,79,1,2019-06-11 10:41:14.229875,1,2
Button clicked,k,74,+,2019-06-11 10:41:14.418351,1,2
Button clicked,k,66,1,2019-06-11 10:41:16.751905,1,2
Button clicked,k,79,+,2019-06-11 10:41:19.484403,1,2
Button clicked,k,89,1,2019-06-11 10:41:19.710205,1,2
Button clicked,k,74,2,2019-06-11 10:41:19.900343,1,2
Button clicked,k,93,+,2019-06-11 10:41:20.128573,1,2
Button clicked,k,71,1,2019-06-11 10:41:20.267471,1,2
Button clicked,k,62,3,2019-06-11 10:41:20.514313,1,2
Button clicked,k,91,+,2019-06-11 10:41:20.767527,1,2
Button clicked,k,67,1,2019-06-11 10:41:20.918469,1,2
Button clicked,k,48,4,2019-06-11 10:41:21.110082,1,2
Button clicked,k,69,+,2019-06-11 10:41:21.359014,1,2
Button clicked,k,72,1,2019-06-11 10:41:21.577741,1,2
Button clicked,k,52,5,2019-06-11 10:41:21.805226,1,2
Button clicked,k,71,+,2019-06-11 10:41:22.027883,1,2
Button clicked,k,87,1,2019-06-11 10:41:22.196804,1,2
Button clicked,k,58,6,2019-06-11 10:41:22.413944,1,2
Button clicked,k,78,+,2019-06-11 10:41:22.680012,1,2
Button clicked,k,70,1,2019-06-11 10:41:22.813873,1,2
Button clicked,k,60,7,2019-06-11 10:41:23.276959,1,2
Button clicked,k,56,+,2019-06-11 10:41:23.527561,1,2
Button clicked,k,59,1,2019-06-11 10:41:23.675899,1,2
Button clicked,k,56,8,2019-06-11 10:41:23.948296,1,2
Button clicked,k,59,+,2019-06-11 10:41:24.278406,1,2
Button clicked,k,71,1,2019-06-11 10:41:24.422466,1,2
Button clicked,k,47,9,2019-06-11 10:41:24.704934,1,2
Button clicked,k,85,+,2019-06-11 10:41:25.039447,1,2
Button clicked,k,65,1,2019-06-11 10:41:25.211957,1,2
Button clicked,k,70,+,2019-06-11 10:41:26.735062,1,2
Button clicked,k,51,1,2019-06-11 10:41:27.244920,1,2
Button clicked,k,52,9,2019-06-11 10:41:27.888843,1,2
Button clicked,k,69,=,2019-06-11 10:41:29.157754,1,2
Button clicked,k,147,,2019-06-11 10:41:29.235916,1,2
Mouse started moving,m,0,,2019-06-11 10:42:07.949125,1,3
Mouse moved,m,812,(,2019-06-11 10:42:08.761929,1,3
Button clicked,m,13,(,2019-06-11 10:42:08.774982,1,3
Mouse started moving,m,0,,2019-06-11 10:42:09.156689,1,3
Mouse moved,m,1254,3,2019-06-11 10:42:10.410926,1,3
Button clicked,m,28,3,2019-06-11 10:42:10.438457,1,3
Mouse started moving,m,0,,2019-06-11 10:42:11.181142,1,3
Mouse moved,m,702,²,2019-06-11 10:42:11.883034,1,3
Button clicked,m,36,²,2019-06-11 10:42:11.918108,1,3
Mouse started moving,m,0,,2019-06-11 10:42:12.284727,1,3
Mouse moved,m,842,+,2019-06-11 10:42:13.126733,1,3
Button clicked,m,18,+,2019-06-11 10:42:13.144244,1,3
Mouse started moving,m,0,,2019-06-11 10:42:13.380745,1,3
Mouse moved,m,975,4,2019-06-11 10:42:14.355429,1,3
Button clicked,m,19,4,2019-06-11 10:42:14.374821,1,3
Mouse started moving,m,0,,2019-06-11 10:42:14.444804,1,3
Mouse moved,m,654,²,2019-06-11 10:42:15.098591,1,3
Button clicked,m,12,²,2019-06-11 10:42:15.110881,1,3
Mouse started moving,m,0,,2019-06-11 10:42:15.301016,1,3
Mouse moved,m,582,),2019-06-11 10:42:15.882431,1,3
Button clicked,m,43,),2019-06-11 10:42:15.925895,1,3
Mouse started moving,m,0,,2019-06-11 10:42:16.613196,1,3
Mouse moved,m,684,*,2019-06-11 10:42:17.297468,1,3
Button clicked,m,17,*,2019-06-11 10:42:17.314049,1,3
Mouse started moving,m,0,,2019-06-11 10:42:17.461322,1,3
Mouse moved,m,301,1,2019-06-11 10:42:17.762261,1,3
Button clicked,m,20,1,2019-06-11 10:42:17.781979,1,3
Mouse started moving,m,0,,2019-06-11 10:42:17.860829,1,3
Mouse moved,m,325,5,2019-06-11 10:42:18.185932,1,3
Button clicked,m,87,5,2019-06-11 10:42:18.272219,1,3
Mouse started moving,m,0,,2019-06-11 10:42:18.500854,1,3
Mouse moved,m,372,.,2019-06-11 10:42:18.872242,1,3
Button clicked,m,6,.,2019-06-11 10:42:18.878901,1,3
Mouse started moving,m,0,,2019-06-11 10:42:19.029142,1,3
Mouse moved,m,309,2,2019-06-11 10:42:19.338081,1,3
Button clicked,m,12,2,2019-06-11 10:42:19.350001,1,3
Mouse started moving,m,0,,2019-06-11 10:42:19.468892,1,3
Mouse moved,m,567,=,2019-06-11 10:42:20.035416,1,3
Button clicked,m,16,=,2019-06-11 10:42:20.051190,1,3
Mouse started moving,m,0,,2019-06-11 10:42:21.685317,1,3
Button clicked,k,78,(,2019-06-11 10:42:34.531877,1,4
Button clicked,k,116,,2019-06-11 10:42:34.569546,1,4
Button clicked,k,66,3,2019-06-11 10:42:35.748122,1,4
Button clicked,k,66,²,2019-06-11 10:42:36.293584,1,4
Button clicked,k,188,,2019-06-11 10:42:36.415043,1,4
Button clicked,k,104,+,2019-06-11 10:42:37.156085,1,4
Button clicked,k,59,4,2019-06-11 10:42:38.698781,1,4
Button clicked,k,73,²,2019-06-11 10:42:39.583080,1,4
Button clicked,k,140,,2019-06-11 10:42:39.650366,1,4
Button clicked,k,67,),2019-06-11 10:42:40.534778,1,4
Button clicked,k,127,,2019-06-11 10:42:40.594963,1,4
Button clicked,k,152,*,2019-06-11 10:42:41.960320,1,4
Button clicked,k,75,1,2019-06-11 10:42:42.916438,1,4
Button clicked,k,152,5,2019-06-11 10:42:42.993152,1,4
Button clicked,k,87,.,2019-06-11 10:42:43.766022,1,4
Button clicked,k,88,2,2019-06-11 10:42:43.976820,1,4
Button clicked,k,63,=,2019-06-11 10:42:45.767934,1,4
Button clicked,k,218,,2019-06-11 10:42:45.922728,1,4
Button clicked,k,73,1,2019-06-11 10:44:29.970424,2,2
Button clicked,k,93,+,2019-06-11 10:44:30.186552,2,2
Button clicked,k,78,2,2019-06-11 10:44:30.742314,2,2
Button clicked,k,133,+,2019-06-11 10:44:30.966119,2,2
Button clicked,k,77,3,2019-06-11 10:44:31.122434,2,2
Button clicked,k,102,+,2019-06-11 10:44:31.354865,2,2
Button clicked,k,84,4,2019-06-11 10:44:31.552269,2,2
Button clicked,k,93,+,2019-06-11 10:44:31.759262,2,2
Button clicked,k,69,5,2019-06-11 10:44:31.981865,2,2
Button clicked,k,97,+,2019-06-11 10:44:32.198388,2,2
Button clicked,k,79,6,2019-06-11 10:44:32.462255,2,2
Button clicked,k,88,+,2019-06-11 10:44:32.680979,2,2
Button clicked,k,84,7,2019-06-11 10:44:32.916258,2,2
Button clicked,k,111,+,2019-06-11 10:44:33.182856,2,2
Button clicked,k,91,8,2019-06-11 10:44:33.379035,2,2
Button clicked,k,106,+,2019-06-11 10:44:33.636838,2,2
Button clicked,k,69,9,2019-06-11 10:44:33.853619,2,2
Button clicked,k,88,+,2019-06-11 10:44:34.141980,2,2
Button clicked,k,65,1,2019-06-11 10:44:34.354442,2,2
Button clicked,k,59,0,2019-06-11 10:44:34.784708,2,2
Button clicked,k,75,+,2019-06-11 10:44:35.146684,2,2
Button clicked,k,58,1,2019-06-11 10:44:35.398253,2,2
Button clicked,k,73,1,2019-06-11 10:44:35.558600,2,2
Button clicked,k,103,+,2019-06-11 10:44:35.829521,2,2
Button clicked,k,85,1,2019-06-11 10:44:36.055769,2,2
Button clicked,k,77,2,2019-06-11 10:44:36.253015,2,2
Button clicked,k,97,+,2019-06-11 10:44:36.483428,2,2
Button clicked,k,82,1,2019-06-11 10:44:36.681636,2,2
Button clicked,k,67,3,2019-06-11 10:44:36.958644,2,2
Button clicked,k,85,+,2019-06-11 10:44:37.210817,2,2
Button clicked,k,92,1,2019-06-11 10:44:37.367996,2,2
Button clicked,k,64,4,2019-06-11 10:44:37.642497,2,2
Button clicked,k,79,+,2019-06-11 10:44:37.888357,2,2
Button clicked,k,77,1,2019-06-11 10:44:38.098193,2,2
Button clicked,k,63,5,2019-06-11 10:44:38.511277,2,2
Button clicked,k,72,+,2019-06-11 10:44:38.780116,2,2
Button clicked,k,60,1,2019-06-11 10:44:38.975284,2,2
Button clicked,k,70,6,2019-06-11 10:44:39.370334,2,2
Button clicked,k,72,+,2019-06-11 10:44:39.676149,2,2
Button clicked,k,74,1,2019-06-11 10:44:39.881215,2,2
Button clicked,k,63,7,2019-06-11 10:44:40.238307,2,2
Button clicked,k,93,+,2019-06-11 10:44:40.520822,2,2
Button clicked,k,63,1,2019-06-11 10:44:40.711133,2,2
Button clicked,k,78,8,2019-06-11 10:44:41.124713,2,2
Button clicked,k,61,+,2019-06-11 10:44:41.335112,2,2
Button clicked,k,62,1,2019-06-11 10:44:41.603643,2,2
Button clicked,k,63,9,2019-06-11 10:44:42.033808,2,2
Button clicked,k,67,+,2019-06-11 10:44:42.304495,2,2
Button clicked,k,65,2,2019-06-11 10:44:42.616635,2,2
Button clicked,k,54,0,2019-06-11 10:44:43.154561,2,2
Button clicked,k,70,=,2019-06-11 10:44:44.211740,2,2
Button clicked,k,197,,2019-06-11 10:44:44.338636,2,2
Mouse started moving,m,0,,2019-06-11 10:44:56.648301,2,3
Mouse moved,m,605,(,2019-06-11 10:44:57.253317,2,3
Button clicked,m,24,(,2019-06-11 10:44:57.277204,2,3
Mouse started moving,m,0,,2019-06-11 10:44:57.375207,2,3
Mouse moved,m,558,3,2019-06-11 10:44:57.933098,2,3
Button clicked,m,25,3,2019-06-11 10:44:57.957115,2,3
Mouse started moving,m,0,,2019-06-11 10:44:58.023097,2,3
Mouse moved,m,677,²,2019-06-11 10:44:58.700826,2,3
Button clicked,m,41,²,2019-06-11 10:44:58.741735,2,3
Mouse started moving,m,0,,2019-06-11 10:44:58.863303,2,3
Mouse moved,m,846,+,2019-06-11 10:44:59.709657,2,3
Button clicked,m,39,+,2019-06-11 10:44:59.748389,2,3
Mouse started moving,m,0,,2019-06-11 10:45:00.015120,2,3
Mouse moved,m,629,4,2019-06-11 10:45:00.644863,2,3
Button clicked,m,27,4,2019-06-11 10:45:00.671335,2,3
Mouse started moving,m,0,,2019-06-11 10:45:00.759206,2,3
Mouse moved,m,749,²,2019-06-11 10:45:01.508736,2,3
Button clicked,m,33,²,2019-06-11 10:45:01.541266,2,3
Mouse started moving,m,0,,2019-06-11 10:45:01.647146,2,3
Mouse moved,m,733,),2019-06-11 10:45:02.380734,2,3
Button clicked,m,56,),2019-06-11 10:45:02.436674,2,3
Mouse started moving,m,0,,2019-06-11 10:45:02.743571,2,3
Mouse moved,m,525,*,2019-06-11 10:45:03.268873,2,3
Button clicked,m,27,*,2019-06-11 10:45:03.295279,2,3
Mouse started moving,m,0,,2019-06-11 10:45:03.335187,2,3
Mouse moved,m,454,1,2019-06-11 10:45:03.789046,2,3
Button clicked,m,12,1,2019-06-11 10:45:03.800821,2,3
Mouse started moving,m,0,,2019-06-11 10:45:03.815305,2,3
Mouse moved,m,431,5,2019-06-11 10:45:04.246169,2,3
Button clicked,m,33,5,2019-06-11 10:45:04.278209,2,3
Mouse started moving,m,0,,2019-06-11 10:45:04.503375,2,3
Mouse moved,m,589,.,2019-06-11 10:45:05.092864,2,3
Button clicked,m,40,.,2019-06-11 10:45:05.132798,2,3
Mouse started moving,m,0,,2019-06-11 10:45:05.199514,2,3
Mouse moved,m,341,2,2019-06-11 10:45:05.540787,2,3
Button clicked,m,26,2,2019-06-11 10:45:05.566764,2,3
Mouse started moving,m,0,,2019-06-11 10:45:05.647282,2,3
Mouse moved,m,622,=,2019-06-11 10:45:06.269212,2,3
Button clicked,m,40,=,2019-06-11 10:45:06.308842,2,3
Mouse started moving,m,0,,2019-06-11 10:45:06.471491,2,3
Button clicked,k,1299,,2019-06-11 10:45:19.308993,2,4
Button clicked,k,57,(,2019-06-11 10:45:20.636120,2,4
Button clicked,k,166,,2019-06-11 10:45:20.745741,2,4
Button clicked,k,56,3,2019-06-11 10:45:21.866488,2,4
Button clicked,k,78,²,2019-06-11 10:45:22.526844,2,4
Button clicked,k,181,,2019-06-11 10:45:22.629227,2,4
Button clicked,k,105,+,2019-06-11 10:45:23.357517,2,4
Button clicked,k,79,4,2019-06-11 10:45:23.915516,2,4
Button clicked,k,82,²,2019-06-11 10:45:25.025829,2,4
Button clicked,k,320,,2019-06-11 10:45:25.263936,2,4
Button clicked,k,77,),2019-06-11 10:45:26.269719,2,4
Button clicked,k,142,,2019-06-11 10:45:26.334499,2,4
Button clicked,k,82,*,2019-06-11 10:45:27.499649,2,4
Button clicked,k,257,,2019-06-11 10:45:27.674827,2,4
Button clicked,k,54,1,2019-06-11 10:45:28.293333,2,4
Button clicked,k,82,5,2019-06-11 10:45:29.119292,2,4
Button clicked,k,98,.,2019-06-11 10:45:29.825320,2,4
Button clicked,k,91,2,2019-06-11 10:45:29.982312,2,4
Button clicked,k,51,=,2019-06-11 10:45:30.888673,2,4
Button clicked,k,201,,2019-06-11 10:45:31.038501,2,4
Mouse started moving,m,0,,2019-06-11 10:46:31.128794,2,1
Mouse moved,m,997,1,2019-06-11 10:46:32.125756,2,1
Button clicked,m,8,1,2019-06-11 10:46:32.133895,2,1
Mouse started moving,m,0,,2019-06-11 10:46:32.176415,2,1
Mouse moved,m,375,+,2019-06-11 10:46:32.551212,2,1
Button clicked,m,17,+,2019-06-11 10:46:32.568011,2,1
Mouse started moving,m,0,,2019-06-11 10:46:32.592942,2,1
Mouse moved,m,342,2,2019-06-11 10:46:32.934946,2,1
Button clicked,m,19,2,2019-06-11 10:46:32.953827,2,1
Mouse started moving,m,0,,2019-06-11 10:46:33.016654,2,1
Mouse moved,m,287,+,2019-06-11 10:46:33.303136,2,1
Button clicked,m,33,+,2019-06-11 10:46:33.335198,2,1
Mouse started moving,m,0,,2019-06-11 10:46:33.384719,2,1
Mouse moved,m,302,3,2019-06-11 10:46:33.686668,2,1
Button clicked,m,29,3,2019-06-11 10:46:33.715842,2,1
Mouse started moving,m,0,,2019-06-11 10:46:33.744653,2,1
Mouse moved,m,317,+,2019-06-11 10:46:34.061703,2,1
Button clicked,m,25,+,2019-06-11 10:46:34.086536,2,1
Mouse started moving,m,0,,2019-06-11 10:46:34.144700,2,1
Mouse moved,m,366,4,2019-06-11 10:46:34.510506,2,1
Button clicked,m,26,4,2019-06-11 10:46:34.536073,2,1
Mouse started moving,m,0,,2019-06-11 10:46:34.584671,2,1
Mouse moved,m,390,+,2019-06-11 10:46:34.974145,2,1
Button clicked,m,26,+,2019-06-11 10:46:34.999313,2,1
Mouse started moving,m,0,,2019-06-11 10:46:35.120498,2,1
Mouse moved,m,405,5,2019-06-11 10:46:35.526014,2,1
Button clicked,m,19,5,2019-06-11 10:46:35.544546,2,1
Mouse started moving,m,0,,2019-06-11 10:46:35.576881,2,1
